Entity,Code,Year,Deaths - Neoplasms - Sex: Both - Age: Under 5 (Rate),Deaths - Neoplasms - Sex: Both - Age: Age-standardized (Rate),Deaths - Neoplasms - Sex: Both - Age: All Ages (Rate),Deaths - Neoplasms - Sex: Both - Age: 70+ years (Rate),Deaths - Neoplasms - Sex: Both - Age: 5-14 years (Rate),Deaths - Neoplasms - Sex: Both - Age: 50-69 years (Rate),Deaths - Neoplasms - Sex: Both - Age: 15-49 years (Rate)
Montenegro,MNE,2017,3.57,174.23,263.63,1317.18,3.9,502.88,37.96
Montenegro,MNE,2018,3.36,171.99,263.85,1293.67,3.8,500.9,38.56
Montenegro,MNE,2019,3.27,170.12,264.97,1265.16,3.69,502.29,39.02
Morocco,MAR,1990,3.96,78.62,43.76,506.39,3.31,218.21,18.24
Morocco,MAR,1991,3.8,79.1,44.55,509.01,3.33,219.62,18.52
Morocco,MAR,1992,3.65,80.93,46.27,515.17,4.43,226.41,19
Morocco,MAR,1993,3.53,81.87,47.41,518.04,4.58,229.37,19.55
Morocco,MAR,1994,3.43,81.37,47.65,514.14,4.53,226.99,19.77
Morocco,MAR,1995,3.36,81.37,48.12,514.41,4.49,226.23,19.94
Morocco,MAR,1996,3.33,80.95,48.49,511.6,4.46,225.36,20.17
Morocco,MAR,1997,3.29,81.11,49.19,512.13,4.44,224.81,20.52
Morocco,MAR,1998,3.22,81.11,49.62,516.86,4.3,222.94,20.4
Morocco,MAR,1999,3.14,81.95,50.62,524.27,4.24,223.5,20.77
Morocco,MAR,2000,3.06,79.73,50.18,507.19,4.09,220.57,20.92
Morocco,MAR,2001,2.98,78.78,50.63,496.79,3.99,219.39,21.33
Morocco,MAR,2002,2.92,78.47,51.2,495.11,3.96,216.56,21.61
Morocco,MAR,2003,2.84,79.77,52.68,508.01,3.9,218.17,21.97
Morocco,MAR,2004,2.83,79.94,53.64,510.65,3.83,218.2,22.22
Morocco,MAR,2005,2.8,80.37,54.68,515.59,3.72,217.79,22.44
Morocco,MAR,2006,2.79,80.89,55.88,521.51,3.63,217.74,22.65
Morocco,MAR,2007,2.79,81.66,57.27,527.27,3.62,218.76,22.97
Morocco,MAR,2008,2.91,81.96,58.41,530.51,3.66,218.5,23.13
Morocco,MAR,2009,2.99,82.27,59.57,534.75,3.69,218.28,23.22
Morocco,MAR,2010,2.92,82.54,60.7,538.73,3.65,217.78,23.3
Morocco,MAR,2011,2.8,82.64,61.87,541.78,3.57,217.71,23.35
Morocco,MAR,2012,2.7,83.18,63.37,549.24,3.48,219.09,23.4
Morocco,MAR,2013,2.58,88.58,67.79,611.41,3.09,228.48,23.13
Morocco,MAR,2014,2.7,88.8,69.12,612.22,3.13,230.14,23.16
Morocco,MAR,2015,2.64,89.09,70.52,614.59,3.09,232.14,23.17
Morocco,MAR,2016,2.56,89.36,72.14,616.72,3.02,235.44,23.15
Morocco,MAR,2017,2.45,89.77,73.97,620.66,2.94,239.09,23.1
Morocco,MAR,2018,2.35,90.26,75.98,624.59,2.84,243.05,23.04
Morocco,MAR,2019,2.15,90.39,77.79,625.82,2.7,245.87,22.97
Mozambique,MOZ,1990,32.29,89.35,45.12,612.46,3.31,205.51,21.28
Mozambique,MOZ,1991,31.46,88.88,45.27,609.41,3.25,205.32,21.2
Mozambique,MOZ,1992,30.35,89.06,45.11,612.26,3.25,206.27,21.03
Mozambique,MOZ,1993,28.53,89.31,43.85,617.12,3.3,207.15,20.48
Mozambique,MOZ,1994,27.18,89.11,42.23,619.51,3.32,206.33,19.73
Mozambique,MOZ,1995,26.45,88.95,41.32,621.19,3.31,205.77,19.2
Mozambique,MOZ,1996,25.77,89.38,41.12,627.06,3.26,206.11,19.08
Mozambique,MOZ,1997,25.17,90.43,41.25,637.59,3.24,207.96,19.15
Mozambique,MOZ,1998,25.18,91.3,41.37,648.92,3.28,209.11,19.04
Mozambique,MOZ,1999,25.24,92.06,41.46,658.4,3.34,210.64,19.05
Mozambique,MOZ,2000,24.8,93.04,41.48,674.13,3.39,212.7,19.09
Mozambique,MOZ,2001,23.47,91.66,40.46,667.85,3.27,210.24,18.51
Mozambique,MOZ,2002,22.38,92.32,40.27,682.37,3.26,210.58,18.37
Mozambique,MOZ,2003,21.38,92.61,40.11,681.26,3.25,213.21,18.49
Mozambique,MOZ,2004,20.71,94.11,40.46,691.15,3.33,217.64,18.84
Mozambique,MOZ,2005,20.09,96.05,41,701.83,3.48,223.11,19.4
Mozambique,MOZ,2006,23.16,98.21,42.22,717.01,4.13,227.06,19.69
Mozambique,MOZ,2007,23.38,99.96,42.95,719.14,4.36,233.71,20.41
Mozambique,MOZ,2008,23,102.83,43.92,736.26,4.53,241.58,21.19
Mozambique,MOZ,2009,22.05,104.88,44.41,746.41,4.58,247.72,21.73
Mozambique,MOZ,2010,20.79,107.58,45.02,760.88,4.49,255.45,22.43
Mozambique,MOZ,2011,18.92,109.56,45.24,773.28,4.24,262.27,22.96
Mozambique,MOZ,2012,19.05,111.51,45.81,783.64,4.31,268.46,23.44
Mozambique,MOZ,2013,18.87,112.98,46.14,792.92,4.27,272.97,23.83
Mozambique,MOZ,2014,18.77,113.65,46.27,792.66,4.26,275.99,24.17
Mozambique,MOZ,2015,18.6,114.22,46.16,802.52,4.3,275.03,24.14
Mozambique,MOZ,2016,17.62,113.98,45.78,799.09,4.14,274.63,24.13
Mozambique,MOZ,2017,16.67,114.31,45.59,803.86,3.97,274.5,24.13
Mozambique,MOZ,2018,16.8,114.48,45.55,807.04,3.76,273.14,24.13
Mozambique,MOZ,2019,18.65,114.52,45.83,807.91,3.99,271.37,24.04
Myanmar,MMR,1990,17.23,136.56,81.72,810.15,10.02,367.77,39.19
Myanmar,MMR,1991,17.06,136.54,82.33,807.96,10,369.04,39.64
Myanmar,MMR,1992,16.81,136.32,82.77,806.77,9.91,369.5,39.9
Myanmar,MMR,1993,16.55,136.04,83.2,806.13,9.81,369.63,40.15
Myanmar,MMR,1994,16.19,135.66,83.6,806.4,9.66,370,40.42
Myanmar,MMR,1995,15.86,135.49,84.09,808.13,9.56,369.51,40.63
Myanmar,MMR,1996,15.72,135.09,84.57,809.25,9.45,367.7,40.85
Myanmar,MMR,1997,15.53,134.54,84.99,809.44,9.32,364.78,41.04
Myanmar,MMR,1998,15.55,133.99,85.46,809.3,9.31,360.98,41.26
Myanmar,MMR,1999,15.34,133.24,85.8,808.13,9.17,355.45,41.25
Myanmar,MMR,2000,15.44,132.09,85.7,809.86,9.25,350.82,40.88
Myanmar,MMR,2001,15.44,130.47,85.34,812.17,9.22,342.52,39.6
Myanmar,MMR,2002,15.25,129.51,85.45,817.19,9.14,336.07,38.84
Myanmar,MMR,2003,15.3,128.92,85.88,823.29,9.12,330.63,38.35
Myanmar,MMR,2004,15.71,129,86.89,832.6,9.31,327.1,38.16
Myanmar,MMR,2005,15.58,128.06,86.98,838.17,9.18,319.94,37.49
Myanmar,MMR,2006,14.92,127.59,87.54,846.83,8.9,316.26,36.95
Myanmar,MMR,2007,13.95,125.92,87.19,850.15,8.35,309.58,35.85
Myanmar,MMR,2008,13.95,124.17,86.76,852.93,7.96,302.63,34.58
Myanmar,MMR,2009,13.57,122.91,86.83,856.13,7.67,298.08,33.79
Myanmar,MMR,2010,12.91,121,86.36,855.66,7.2,291.05,32.71
Myanmar,MMR,2011,12.5,119.85,86.74,857.23,6.99,287.84,32.03
Myanmar,MMR,2012,11.87,118.15,86.58,858.11,6.52,283.14,30.85
Myanmar,MMR,2013,11.78,117.93,87.82,860.02,6.6,282.57,30.83
Myanmar,MMR,2014,11.63,117.66,89.03,863.68,6.64,281.97,30.62
Myanmar,MMR,2015,11.1,117.7,90.34,869.95,6.5,281.46,30.36
Myanmar,MMR,2016,11.38,118.02,92.18,874.32,6.5,282.77,30.41
Myanmar,MMR,2017,11.22,117.45,93.19,877.58,6.51,281.33,29.72
Myanmar,MMR,2018,10.86,117.21,94.48,882.79,6.42,280.73,29.17
Myanmar,MMR,2019,10.27,117.41,96.34,884.99,6.26,281.7,29.21
Namibia,NAM,1990,2.68,84.68,43.46,571.74,2.33,232.38,16.22
Namibia,NAM,1991,2.62,84.71,43.55,573.89,2.4,231.14,16.17
Namibia,NAM,1992,2.53,85.44,43.99,578.82,2.4,232.54,16.37
Namibia,NAM,1993,2.42,85.79,44.15,583.32,2.33,232.71,16.31
Namibia,NAM,1994,2.27,87.23,44.91,591.77,2.28,236.61,16.72
Namibia,NAM,1995,2.05,88.41,45.46,601.13,2.18,239.26,16.99
Namibia,NAM,1996,1.83,89.39,45.93,611.22,2.11,240.66,17.3
Namibia,NAM,1997,1.66,91.26,46.88,624.18,2.08,244.85,17.96
Namibia,NAM,1998,1.83,93.94,48.32,640.9,2.32,250.99,18.93
Namibia,NAM,1999,1.79,97.21,50.02,659.95,2.47,259.91,20.07
Namibia,NAM,2000,1.77,101.16,52.07,683.27,2.61,270.83,21.47
Namibia,NAM,2001,1.7,101.81,52.32,694.89,2.65,271.26,21.22
Namibia,NAM,2002,1.74,103.84,53.42,708.67,2.77,276.18,21.82
Namibia,NAM,2003,1.68,106.79,54.89,735.91,2.73,282.97,22.24
Namibia,NAM,2004,1.64,107.18,54.99,749.62,2.67,282.25,21.83
Namibia,NAM,2005,1.81,106.78,54.94,752.98,2.86,278.88,21.77
Namibia,NAM,2006,1.86,104.96,54.22,749.15,2.89,272.68,21.21
Namibia,NAM,2007,2.25,104.09,54.22,748.89,3.07,268.64,21.17
Namibia,NAM,2008,2.51,104.41,54.81,760.57,3.12,267.12,21.17
Namibia,NAM,2009,2.55,106.19,56.17,782.29,3.12,269.79,21.43
Namibia,NAM,2010,2.75,107.67,57.41,801.37,3.17,271.19,21.65
Namibia,NAM,2011,2.82,107.3,57.7,809.74,3.27,267.45,21.28
Namibia,NAM,2012,2.71,108.47,58.88,822.37,3.05,269.1,21.64
Namibia,NAM,2013,3.13,110.28,60.55,838.47,3.38,271.74,22.16
Namibia,NAM,2014,3.23,112.38,62.35,854.58,3.58,275.99,22.78
Namibia,NAM,2015,3.24,113.42,63.56,861.84,3.53,277.78,23.33
Namibia,NAM,2016,3.09,114.07,64.6,868.32,3.52,279.33,23.68
Namibia,NAM,2017,2.94,114.09,65.27,871.09,3.47,278.75,23.78
Namibia,NAM,2018,3.02,114.44,66.2,875.09,3.46,278.62,24.14
Namibia,NAM,2019,2.84,114.07,66.59,876.44,3.29,276.97,24.03
Nauru,NRU,1990,10.72,184.53,69.42,1248.93,5.13,406.53,48.7
Nauru,NRU,1991,10.78,185.15,69.58,1250.05,5.13,406.77,49.02
Nauru,NRU,1992,10.82,186,69.82,1251.97,5.11,407.84,49.52
Nauru,NRU,1993,11.11,185.35,69.4,1244.88,5.16,405.12,49.4
Nauru,NRU,1994,11.39,186.37,69.75,1246.31,5.23,407.43,49.96
Nauru,NRU,1995,11.77,188.81,70.67,1256.83,5.33,413.61,50.86
Nauru,NRU,1996,12.09,191.12,71.65,1267.97,5.43,419.15,51.92
Nauru,NRU,1997,12.37,193.47,72.71,1281.42,5.54,422.25,52.71
Nauru,NRU,1998,13.18,194.78,73.4,1291.12,5.8,423.14,53.27
Nauru,NRU,1999,13.36,195.76,73.77,1301.72,5.9,423.53,53.64
Nauru,NRU,2000,13.53,196.4,73.95,1314.09,5.97,422.59,53.88
Nauru,NRU,2001,13.58,198.5,74.82,1335.81,6.04,423.89,54.41
Nauru,NRU,2002,13.39,198.77,74.81,1349.62,6.04,422.25,54.39
Nauru,NRU,2003,12.64,198.24,74.33,1361.99,5.87,419,54.31
Nauru,NRU,2004,12.53,197.62,73.91,1374.64,5.89,415.57,54.22
Nauru,NRU,2005,12.32,196.96,73.49,1387.02,5.9,412.61,54.11
Nauru,NRU,2006,12.15,196.44,73.24,1400.89,5.91,411.22,53.89
Nauru,NRU,2007,11.89,195.91,73.07,1410.77,5.89,410.55,53.58
Nauru,NRU,2008,11.64,194.99,72.66,1414.44,5.87,407.23,53.12
Nauru,NRU,2009,11.7,194.31,72.42,1413.49,5.95,404.32,52.73
Nauru,NRU,2010,11.35,192.63,71.7,1400.67,5.86,399.32,52.04
Nauru,NRU,2011,10.9,190.84,71.07,1381.08,5.74,395.6,51.41
Nauru,NRU,2012,10.47,190.01,70.85,1360.68,5.64,394.95,51.08
Nauru,NRU,2013,10.01,188.92,70.52,1341.99,5.52,393.18,50.61
Nauru,NRU,2014,9.36,187.78,70.19,1324.5,5.35,391.06,50.09
Nauru,NRU,2015,9.1,186.98,70.24,1307.49,5.28,389.99,49.72
Nauru,NRU,2016,8.86,186.28,70.5,1290.37,5.2,389.97,49.4
Nauru,NRU,2017,8.63,186.01,71.03,1272.41,5.14,390.17,49.19
Nauru,NRU,2018,8.44,185.76,71.67,1253.63,5.07,390.86,49.07
Nauru,NRU,2019,8.46,185.35,72.37,1234.7,5.04,391.37,48.96
Nepal,NPL,1990,13.6,92.98,48.56,570.52,6.24,243.79,25.89
Nepal,NPL,1991,12.79,92.15,48.13,567.99,6.12,240.95,25.55
Nepal,NPL,1992,12.11,91.08,47.57,564.65,6.01,236.91,25.11
Nepal,NPL,1993,11.5,90.87,47.47,566.39,5.95,235.45,24.88
Nepal,NPL,1994,10.96,89.89,46.97,565.22,5.82,231.41,24.39
Nepal,NPL,1995,10.47,89.01,46.54,565.48,5.71,227.82,23.81
Nepal,NPL,1996,10.04,87.56,45.85,563.35,5.56,222.61,23.09
Nepal,NPL,1997,9.64,86.75,45.55,565.42,5.42,219.18,22.6
Nepal,NPL,1998,9.26,85.81,45.23,566.6,5.27,215.5,22.08
Nepal,NPL,1999,8.9,85.01,45.03,568.64,5.12,212.2,21.62
Nepal,NPL,2000,8.52,84.4,44.94,573.73,4.94,209.36,20.96
Nepal,NPL,2001,8.17,83.53,44.8,576.27,4.73,205.64,20.31
Nepal,NPL,2002,7.83,82.87,44.88,578.38,4.56,202.89,19.88
Nepal,NPL,2003,7.61,82.66,45.32,582.14,4.5,201.7,19.65
Nepal,NPL,2004,7.47,83.05,46.17,588.49,4.5,202.67,19.56
Nepal,NPL,2005,8.44,83.72,47.44,594.23,4.95,204.09,19.63
Nepal,NPL,2006,8.76,84.4,48.68,600.19,5.12,206.22,19.69
Nepal,NPL,2007,8.53,85.13,49.97,605.38,5.13,208.85,19.88
Nepal,NPL,2008,8.26,85.96,51.34,611.25,5.15,211.4,20.1
Nepal,NPL,2009,8.09,86.94,52.85,618.27,5.17,214.23,20.32
Nepal,NPL,2010,7.52,88,54.41,626.2,5.11,217.5,20.59
Nepal,NPL,2011,6.82,89.63,56.32,639.91,4.98,222.23,20.83
Nepal,NPL,2012,6.38,91.35,58.34,653.82,4.89,226.43,21.17
Nepal,NPL,2013,6.84,93.03,60.43,667.26,5.01,230.09,21.41
Nepal,NPL,2014,6.55,94.48,62.33,679.99,4.93,233.29,21.61
Nepal,NPL,2015,6.31,95.96,64.34,690.94,4.86,237.11,21.93
Nepal,NPL,2016,6,96.89,66.01,698.86,4.78,239.49,22.07
Nepal,NPL,2017,5.73,97.73,67.64,707.51,4.71,241.41,22.14
Nepal,NPL,2018,5.2,98.71,69.4,717.34,4.55,243.9,22.28
Nepal,NPL,2019,5.13,99.45,71.04,725.34,4.51,245.42,22.35
Netherlands,NLD,1990,5.32,183.1,244.08,1604.07,4,468.01,31.45
Netherlands,NLD,1991,5.16,184.26,247.83,1614.69,3.88,467.45,32.34
Netherlands,NLD,1992,4.94,184.38,250.33,1617.19,3.85,466.52,33.16
Netherlands,NLD,1993,4.85,186.06,254.66,1630.59,3.88,469.78,34.26
Netherlands,NLD,1994,4.67,183.27,252.88,1600.59,3.71,461.54,34.47
Netherlands,NLD,1995,4.53,180.33,251,1570.86,3.67,454.12,34.28
Netherlands,NLD,1996,4.57,182.37,256.43,1606.74,3.61,453.21,35.03
Netherlands,NLD,1997,4.36,180.85,256.78,1600.64,3.48,440.82,34.62
Netherlands,NLD,1998,4.38,179.85,257.72,1597.28,3.46,432.36,34.54
Netherlands,NLD,1999,4.33,179.22,259.02,1595.7,3.49,425.41,35
Netherlands,NLD,2000,4.3,175.21,255.18,1560.12,3.45,413.55,34.74
Netherlands,NLD,2001,4.26,174.36,256.36,1565.12,3.52,406.2,34.52
Netherlands,NLD,2002,4.15,171.75,255.32,1548.83,3.5,399.41,34.31
Netherlands,NLD,2003,4.02,162.53,244.15,1459.59,3.52,380.49,32.83
Netherlands,NLD,2004,3.92,168.2,256.37,1532.58,3.24,391.36,33.39
Netherlands,NLD,2005,3.9,168.02,260.07,1551.4,3.09,388.61,32.62
Netherlands,NLD,2006,3.84,170.02,267.62,1595.43,3.14,389.72,32.13
Netherlands,NLD,2007,3.64,169.99,272.83,1611.79,3.03,391.32,31.49
Netherlands,NLD,2008,3.53,170.98,279.64,1633.4,2.9,395.52,31.54
Netherlands,NLD,2009,3.46,170.94,284.84,1645.04,2.89,396.25,30.91
Netherlands,NLD,2010,3.36,170.54,289.38,1648.86,2.82,396.56,30.34
Netherlands,NLD,2011,3.23,170.04,293.78,1659.08,2.87,391.47,30.23
Netherlands,NLD,2012,3.17,169.95,300,1677.96,2.94,392.22,29.39
Netherlands,NLD,2013,3.06,167.99,302.78,1673.91,2.69,388.76,28.17
Netherlands,NLD,2014,3.01,165.36,304.13,1660.93,2.55,380.18,27.26
Netherlands,NLD,2015,2.92,165.62,310.76,1674,2.47,378.05,26.67
Netherlands,NLD,2016,2.95,165.69,316.45,1685.05,2.38,376.47,26.29
Netherlands,NLD,2017,2.88,164.01,319.37,1648.59,2.31,370.62,25.92
Netherlands,NLD,2018,2.83,163.43,324.23,1630.45,2.46,366.93,25.97
Netherlands,NLD,2019,2.78,162.99,329.39,1623.15,2.48,364.18,25.66
New Zealand,NZL,1990,5.41,174.11,197.89,1422.09,4.41,465.25,31.97
New Zealand,NZL,1991,5.27,172.12,197.94,1406.97,4.69,458.44,31.89
New Zealand,NZL,1992,5.17,171.94,199.85,1421.36,4.63,453.75,31.23
New Zealand,NZL,1993,5.37,171.95,201.56,1438.22,4.28,447.93,31.34
New Zealand,NZL,1994,5.4,169.22,200.07,1430.64,4.25,435.22,30.84
New Zealand,NZL,1995,5.14,169.47,202.22,1432.12,4.31,433.26,31.91
New Zealand,NZL,1996,5.25,167.65,202.36,1427.38,4.37,422.92,31.88
New Zealand,NZL,1997,5.22,164.17,200.77,1403.79,4.25,407.75,31.61
New Zealand,NZL,1998,4.92,160.5,199.04,1386.1,4.2,389.4,31.19
New Zealand,NZL,1999,4.86,159.89,201.09,1396.6,4.02,379.37,31.34
New Zealand,NZL,2000,4.91,156.6,199.66,1386.23,4.02,364.06,30.67
New Zealand,NZL,2001,4.67,154.13,199.06,1377.3,3.92,353.86,30.09
New Zealand,NZL,2002,4.46,147.76,192.91,1324.95,3.63,338.3,29.78
New Zealand,NZL,2003,4.17,150.39,198.26,1367.57,3.32,339.51,30.68
New Zealand,NZL,2004,4.2,149.93,199.4,1378.89,3.2,336.35,30.63
New Zealand,NZL,2005,4.15,147.27,197.87,1367.97,3.01,329.26,30.05
New Zealand,NZL,2006,4.35,146.06,198.78,1373.33,3.06,324.96,29.96
New Zealand,NZL,2007,4.64,146.14,201.84,1389.83,3.22,323.72,29.9
New Zealand,NZL,2008,4.72,145.25,203.63,1391.7,3.25,321.71,29.43
New Zealand,NZL,2009,4.44,143.2,204.09,1376.94,3,315.81,29.8
New Zealand,NZL,2010,4.41,140.82,204.41,1359.22,2.67,308.87,29.96
New Zealand,NZL,2011,4.13,140.43,208.18,1363.99,2.58,306.38,29.18
New Zealand,NZL,2012,3.96,139.12,210.72,1354.62,2.7,302.58,28.85
New Zealand,NZL,2013,3.74,137.11,212.08,1339.58,2.54,299.35,28.11
New Zealand,NZL,2014,3.8,136.95,216.31,1347.64,2.69,298.37,27.45
New Zealand,NZL,2015,3.56,135.36,218.01,1333.14,2.88,294.71,27.58
New Zealand,NZL,2016,3.32,133.01,218.49,1295.66,2.9,294.34,27.68
New Zealand,NZL,2017,3.48,131.49,220.62,1270.28,2.98,292.74,27.42
New Zealand,NZL,2018,3.45,134.54,230.77,1302.42,2.78,298.49,27.21
New Zealand,NZL,2019,3.38,134.62,235.42,1298.38,2.78,299.19,26.99
Nicaragua,NIC,1990,9.71,88.69,37.91,691.29,6.48,196.12,17.98
Nicaragua,NIC,1991,9.32,94.21,40.55,736.81,6.36,210.99,18.85
Nicaragua,NIC,1992,8.97,92.29,40.15,729.37,6.14,206.03,18.19
Nicaragua,NIC,1993,8.78,93.12,41.09,736.81,6.1,207.97,18.49
Nicaragua,NIC,1994,8.62,92.96,41.29,757.16,6.02,204.65,17.41
Nicaragua,NIC,1995,8.41,108.55,47.1,958.52,5.85,226.69,16.54
Nicaragua,NIC,1996,8.35,111.22,48.52,988.37,5.83,230.52,16.71
Nicaragua,NIC,1997,8.27,106.76,46.97,958.83,5.66,216.63,15.65
Nicaragua,NIC,1998,8.26,105.14,46.62,953.65,5.57,208.39,15.03
Nicaragua,NIC,1999,8.16,105.83,47.32,968.49,5.54,206.59,14.82
Nicaragua,NIC,2000,8.09,105.43,47.71,973.52,5.55,202.11,14.64
Nicaragua,NIC,2001,7.99,107.92,49.58,999.8,5.69,204.47,14.96
Nicaragua,NIC,2002,7.93,110.28,51.49,1022.63,5.79,208.22,15.27
Nicaragua,NIC,2003,7.86,111.55,52.86,1038.25,5.85,209.8,15.25
Nicaragua,NIC,2004,7.82,112.86,54.3,1049.95,5.88,210.66,15.57
Nicaragua,NIC,2005,7.74,115.73,56.52,1074.63,5.95,215.08,16.15
Nicaragua,NIC,2006,7.71,110.17,54.46,1035.35,5.83,200.04,14.86
Nicaragua,NIC,2007,7.47,113.34,57.15,1058.8,5.84,207.67,15.83
Nicaragua,NIC,2008,7.31,114.23,58.75,1059.56,5.85,211.17,16.54
Nicaragua,NIC,2009,7.22,113.55,59.41,1050.85,5.82,209.5,16.77
Nicaragua,NIC,2010,7.17,111.75,59.27,1042.8,5.8,203.29,16.25
Nicaragua,NIC,2011,6.96,112.08,60.75,1035.75,5.83,206.54,17.01
Nicaragua,NIC,2012,6.74,111.32,61.56,1023.77,5.8,206.57,17.26
Nicaragua,NIC,2013,6.54,110.03,62.18,1005.65,5.81,206.48,17.47
Nicaragua,NIC,2014,6.23,108.93,63.15,979.5,5.82,209.36,18.23
Nicaragua,NIC,2015,5.97,106.86,62.67,980.5,5.67,201.14,17.09
Nicaragua,NIC,2016,6.06,107.15,64.56,965.45,5.63,207.42,17.98
Nicaragua,NIC,2017,6.08,106.46,65.31,965.58,5.47,205.71,17.4
Nicaragua,NIC,2018,5.99,107.02,66.93,973.16,5.29,207.35,17.06
Nicaragua,NIC,2019,5.79,106.47,68.03,966.34,5.14,208.43,17
Niger,NER,1990,12.69,83.6,31.23,609.1,3.36,204.42,15.59
Niger,NER,1991,12.54,82.52,30.73,600.86,3.34,201.24,15.44
Niger,NER,1992,12.51,82.43,30.68,598.59,3.38,198.31,15.21
Niger,NER,1993,12.43,82.32,30.62,593.94,3.4,195.57,14.94
Niger,NER,1994,12.08,81.59,30.19,590.3,3.37,192.04,14.7
Niger,NER,1995,11.81,81.42,30.07,589.64,3.36,190.19,14.77
Niger,NER,1996,11.3,79.84,29.22,583.16,3.24,184.29,14.25
Niger,NER,1997,11.2,79.95,29.14,586.31,3.25,184.94,14.21
Niger,NER,1998,11.08,80.05,29.04,590.27,3.23,184.87,14.26
Niger,NER,1999,11.09,80.42,28.97,595.45,3.24,183.3,14.21
Niger,NER,2000,11.06,81.37,29.12,609.51,3.25,180.08,13.92
Niger,NER,2001,10.96,82.65,29.34,619.42,3.28,182.49,14.21
Niger,NER,2002,10.71,84.14,29.51,643.11,3.25,186.95,14.29
Niger,NER,2003,10.59,85.45,29.81,659.07,3.27,192.01,14.47
Niger,NER,2004,9.86,85.33,29.37,669.71,3.17,190.74,14.34
Niger,NER,2005,10.49,86.14,29.77,683.3,3.72,192.75,14.39
Niger,NER,2006,9.99,86.24,29.46,697.49,3.71,190.13,14.22
Niger,NER,2007,9.61,85.89,29.2,686.2,3.6,188.23,14.06
Niger,NER,2008,8.87,85.25,28.59,688.66,3.39,182.44,13.63
Niger,NER,2009,8.76,85.25,28.37,695.15,3.38,181.1,13.33
Niger,NER,2010,8.4,85.29,28.2,699.87,3.16,182.47,13.06
Niger,NER,2011,8.64,85.58,28.28,700.99,3.35,182.86,12.97
Niger,NER,2012,8.69,86.12,28.49,699.83,3.4,181.89,12.93
Niger,NER,2013,9.07,87.03,28.99,701.82,3.74,182.03,12.98
Niger,NER,2014,9.35,87.5,29.37,688.09,3.86,185.6,13.13
Niger,NER,2015,9.43,88.27,29.69,691.29,3.9,187.19,13.09
Niger,NER,2016,9.58,88.92,30.08,686.75,3.97,190.43,13.23
Niger,NER,2017,9.44,89.68,30.39,696.61,3.96,193.34,13.29
Niger,NER,2018,8.75,90.05,30.32,709.67,3.66,195.7,13.28
Niger,NER,2019,8.41,89.2,29.95,704.81,3.59,194,13.08
Nigeria,NGA,1990,12.51,77.96,37.96,633.42,3.13,171.19,12.75
Nigeria,NGA,1991,12.61,78.4,37.86,637.46,3.18,171.68,12.79
Nigeria,NGA,1992,12.68,79.03,37.84,643.71,3.26,172.05,12.78
Nigeria,NGA,1993,12.8,79.61,37.76,650.07,3.26,172.38,12.68
Nigeria,NGA,1994,12.78,79.88,37.47,654.87,3.21,171.75,12.5
Nigeria,NGA,1995,12.6,79.76,36.97,656.61,3.14,171.17,12.57
Nigeria,NGA,1996,12.37,79.45,36.35,656.99,3.11,170.04,12.52
Nigeria,NGA,1997,12.25,79.65,36.02,662.13,3.09,169.81,12.54
Nigeria,NGA,1998,12.17,80.03,35.78,668.7,3.09,170.18,12.57
Nigeria,NGA,1999,12.06,80.41,35.52,675.27,3.07,170.93,12.61
Nigeria,NGA,2000,11.9,81.01,35.31,687.8,3.07,168.61,12.49
Nigeria,NGA,2001,11.56,81.69,35.15,694.94,3.04,169.26,12.6
Nigeria,NGA,2002,11.58,83.78,35.55,721.28,3.08,171.76,12.7
Nigeria,NGA,2003,11.47,85.21,35.72,735.87,3.06,174.82,12.83
Nigeria,NGA,2004,11.48,87.13,36.06,757.9,3.07,177.75,12.94
Nigeria,NGA,2005,11.43,88.66,36.18,778.9,3.05,178.85,12.92
Nigeria,NGA,2006,11.95,90.39,36.43,805.83,3.24,178.06,12.85
Nigeria,NGA,2007,12.06,91.1,36.44,810.04,3.32,179.59,12.89
Nigeria,NGA,2008,11.39,91.97,36.25,830.18,3.28,177.11,12.79
Nigeria,NGA,2009,10.99,93.31,36.49,840.14,3.33,179.44,13.04
Nigeria,NGA,2010,10.62,95.04,36.91,852.91,3.38,182.62,13.35
Nigeria,NGA,2011,10.24,97.28,37.55,869.52,3.45,186.93,13.8
Nigeria,NGA,2012,10.25,99.43,38.3,882.56,3.49,190.99,14.21
Nigeria,NGA,2013,10.06,100.45,38.65,886.11,3.53,192.48,14.48
Nigeria,NGA,2014,9.84,100.05,38.54,872.48,3.52,192.4,14.63
Nigeria,NGA,2015,9.77,99.91,38.39,883.43,3.49,190.97,14.48
Nigeria,NGA,2016,9.81,99.46,38.29,878.28,3.48,191.54,14.49
Nigeria,NGA,2017,9.38,98.94,38.12,879.81,3.42,189.84,14.35
Nigeria,NGA,2018,8.98,98.59,38,885.19,3.35,188.11,14.11
Nigeria,NGA,2019,8.64,98.24,37.97,888.81,3.26,187.6,13.93
Niue,NIU,1990,7.04,135.8,130.33,1084.52,4.13,324.19,36.19
Niue,NIU,1991,7.17,137.29,132.45,1088.59,4.18,325.81,36.97
Niue,NIU,1992,7.32,139.37,134.91,1097.28,4.25,332.12,38.23
Niue,NIU,1993,7.44,139.66,135.81,1097.55,4.27,334.79,38.47
